date_id,date,month,month_name,year,quarter,day_of_month,day_of_year,day_of_week_number,day_of_week_name,week_of_year,week_of_month
93,2000-04-03,4,April,2000,2,3,94,1,Monday,14,1
94,2000-04-04,4,April,2000,2,4,95,2,Tuesday,14,1
95,2000-04-05,4,April,2000,2,5,96,3,Wednesday,14,1
96,2000-04-06,4,April,2000,2,6,97,4,Thursday,14,1
97,2000-04-07,4,April,2000,2,7,98,5,Friday,14,1
98,2000-04-08,4,April,2000,2,8,99,6,Saturday,14,2
99,2000-04-09,4,April,2000,2,9,100,7,Sunday,14,2
100,2000-04-10,4,April,2000,2,10,101,1,Monday,15,2
101,2000-04-11,4,April,2000,2,11,102,2,Tuesday,15,2
102,2000-04-12,4,April,2000,2,12,103,3,Wednesday,15,2
103,2000-04-13,4,April,2000,2,13,104,4,Thursday,15,2
104,2000-04-14,4,April,2000,2,14,105,5,Friday,15,2
105,2000-04-15,4,April,2000,2,15,106,6,Saturday,15,3
106,2000-04-16,4,April,2000,2,16,107,7,Sunday,15,3
107,2000-04-17,4,April,2000,2,17,108,1,Monday,16,3
108,2000-04-18,4,April,2000,2,18,109,2,Tuesday,16,3
109,2000-04-19,4,April,2000,2,19,110,3,Wednesday,16,3
110,2000-04-20,4,April,2000,2,20,111,4,Thursday,16,3
111,2000-04-21,4,April,2000,2,21,112,5,Friday,16,3
112,2000-04-22,4,April,2000,2,22,113,6,Saturday,16,4
113,2000-04-23,4,April,2000,2,23,114,7,Sunday,16,4
114,2000-04-24,4,April,2000,2,24,115,1,Monday,17,4
115,2000-04-25,4,April,2000,2,25,116,2,Tuesday,17,4
116,2000-04-26,4,April,2000,2,26,117,3,Wednesday,17,4
117,2000-04-27,4,April,2000,2,27,118,4,Thursday,17,4
118,2000-04-28,4,April,2000,2,28,119,5,Friday,17,4
119,2000-04-29,4,April,2000,2,29,120,6,Saturday,17,5
120,2000-04-30,4,April,2000,2,30,121,7,Sunday,17,5
121,2000-05-01,5,May,2000,2,1,122,1,Monday,18,1
122,2000-05-02,5,May,2000,2,2,123,2,Tuesday,18,1
123,2000-05-03,5,May,2000,2,3,124,3,Wednesday,18,1
124,2000-05-04,5,May,2000,2,4,125,4,Thursday,18,1
125,2000-05-05,5,May,2000,2,5,126,5,Friday,18,1
126,2000-05-06,5,May,2000,2,6,127,6,Saturday,18,1
127,2000-05-07,5,May,2000,2,7,128,7,Sunday,18,1
128,2000-05-08,5,May,2000,2,8,129,1,Monday,19,2
129,2000-05-09,5,May,2000,2,9,130,2,Tuesday,19,2
130,2000-05-10,5,May,2000,2,10,131,3,Wednesday,19,2
131,2000-05-11,5,May,2000,2,11,132,4,Thursday,19,2
132,2000-05-12,5,May,2000,2,12,133,5,Friday,19,2
133,2000-05-13,5,May,2000,2,13,134,6,Saturday,19,2
134,2000-05-14,5,May,2000,2,14,135,7,Sunday,19,2
135,2000-05-15,5,May,2000,2,15,136,1,Monday,20,3
136,2000-05-16,5,May,2000,2,16,137,2,Tuesday,20,3
137,2000-05-17,5,May,2000,2,17,138,3,Wednesday,20,3
138,2000-05-18,5,May,2000,2,18,139,4,Thursday,20,3
139,2000-05-19,5,May,2000,2,19,140,5,Friday,20,3
140,2000-05-20,5,May,2000,2,20,141,6,Saturday,20,3
141,2000-05-21,5,May,2000,2,21,142,7,Sunday,20,3
142,2000-05-22,5,May,2000,2,22,143,1,Monday,21,4
143,2000-05-23,5,May,2000,2,23,144,2,Tuesday,21,4
144,2000-05-24,5,May,2000,2,24,145,3,Wednesday,21,4
145,2000-05-25,5,May,2000,2,25,146,4,Thursday,21,4
146,2000-05-26,5,May,2000,2,26,147,5,Friday,21,4
147,2000-05-27,5,May,2000,2,27,148,6,Saturday,21,4
148,2000-05-28,5,May,2000,2,28,149,7,Sunday,21,4
149,2000-05-29,5,May,2000,2,29,150,1,Monday,22,5
150,2000-05-30,5,May,2000,2,30,151,2,Tuesday,22,5
151,2000-05-31,5,May,2000,2,31,152,3,Wednesday,22,5
152,2000-06-01,6,June,2000,2,1,153,4,Thursday,22,1
153,2000-06-02,6,June,2000,2,2,154,5,Friday,22,1
154,2000-06-03,6,June,2000,2,3,155,6,Saturday,22,1
155,2000-06-04,6,June,2000,2,4,156,7,Sunday,22,1
156,2000-06-05,6,June,2000,2,5,157,1,Monday,23,1
157,2000-06-06,6,June,2000,2,6,158,2,Tuesday,23,1
158,2000-06-07,6,June,2000,2,7,159,3,Wednesday,23,1
159,2000-06-08,6,June,2000,2,8,160,4,Thursday,23,2
160,2000-06-09,6,June,2000,2,9,161,5,Friday,23,2
161,2000-06-10,6,June,2000,2,10,162,6,Saturday,23,2
162,2000-06-11,6,June,2000,2,11,163,7,Sunday,23,2
163,2000-06-12,6,June,2000,2,12,164,1,Monday,24,2
164,2000-06-13,6,June,2000,2,13,165,2,Tuesday,24,2
165,2000-06-14,6,June,2000,2,14,166,3,Wednesday,24,2
166,2000-06-15,6,June,2000,2,15,167,4,Thursday,24,3
167,2000-06-16,6,June,2000,2,16,168,5,Friday,24,3
168,2000-06-17,6,June,2000,2,17,169,6,Saturday,24,3
169,2000-06-18,6,June,2000,2,18,170,7,Sunday,24,3
170,2000-06-19,6,June,2000,2,19,171,1,Monday,25,3
171,2000-06-20,6,June,2000,2,20,172,2,Tuesday,25,3
172,2000-06-21,6,June,2000,2,21,173,3,Wednesday,25,3
173,2000-06-22,6,June,2000,2,22,174,4,Thursday,25,4
174,2000-06-23,6,June,2000,2,23,175,5,Friday,25,4
175,2000-06-24,6,June,2000,2,24,176,6,Saturday,25,4
176,2000-06-25,6,June,2000,2,25,177,7,Sunday,25,4
177,2000-06-26,6,June,2000,2,26,178,1,Monday,26,4
178,2000-06-27,6,June,2000,2,27,179,2,Tuesday,26,4
179,2000-06-28,6,June,2000,2,28,180,3,Wednesday,26,4
180,2000-06-29,6,June,2000,2,29,181,4,Thursday,26,5
181,2000-06-30,6,June,2000,2,30,182,5,Friday,26,5
182,2000-07-01,7,July,2000,3,1,183,6,Saturday,26,1
183,2000-07-02,7,July,2000,3,2,184,7,Sunday,26,1
184,2000-07-03,7,July,2000,3,3,185,1,Monday,27,1
185,2000-07-04,7,July,2000,3,4,186,2,Tuesday,27,1
186,2000-07-05,7,July,2000,3,5,187,3,Wednesday,27,1
187,2000-07-06,7,July,2000,3,6,188,4,Thursday,27,1
188,2000-07-07,7,July,2000,3,7,189,5,Friday,27,1
189,2000-07-08,7,July,2000,3,8,190,6,Saturday,27,2
190,2000-07-09,7,July,2000,3,9,191,7,Sunday,27,2
191,2000-07-10,7,July,2000,3,10,192,1,Monday,28,2
192,2000-07-11,7,July,2000,3,11,193,2,Tuesday,28,2
193,2000-07-12,7,July,2000,3,12,194,3,Wednesday,28,2
194,2000-07-13,7,July,2000,3,13,195,4,Thursday,28,2
195,2000-07-14,7,July,2000,3,14,196,5,Friday,28,2
196,2000-07-15,7,July,2000,3,15,197,6,Saturday,28,3
197,2000-07-16,7,July,2000,3,16,198,7,Sunday,28,3
198,2000-07-17,7,July,2000,3,17,199,1,Monday,29,3
199,2000-07-18,7,July,2000,3,18,200,2,Tuesday,29,3
200,2000-07-19,7,July,2000,3,19,201,3,Wednesday,29,3
201,2000-07-20,7,July,2000,3,20,202,4,Thursday,29,3
202,2000-07-21,7,July,2000,3,21,203,5,Friday,29,3
203,2000-07-22,7,July,2000,3,22,204,6,Saturday,29,4
204,2000-07-23,7,July,2000,3,23,205,7,Sunday,29,4
205,2000-07-24,7,July,2000,3,24,206,1,Monday,30,4
206,2000-07-25,7,July,2000,3,25,207,2,Tuesday,30,4
207,2000-07-26,7,July,2000,3,26,208,3,Wednesday,30,4
208,2000-07-27,7,July,2000,3,27,209,4,Thursday,30,4
209,2000-07-28,7,July,2000,3,28,210,5,Friday,30,4
210,2000-07-29,7,July,2000,3,29,211,6,Saturday,30,5
211,2000-07-30,7,July,2000,3,30,212,7,Sunday,30,5
212,2000-07-31,7,July,2000,3,31,213,1,Monday,31,5
213,2000-08-01,8,August,2000,3,1,214,2,Tuesday,31,1
214,2000-08-02,8,August,2000,3,2,215,3,Wednesday,31,1
215,2000-08-03,8,August,2000,3,3,216,4,Thursday,31,1
216,2000-08-04,8,August,2000,3,4,217,5,Friday,31,1
217,2000-08-05,8,August,2000,3,5,218,6,Saturday,31,1
218,2000-08-06,8,August,2000,3,6,219,7,Sunday,31,1
219,2000-08-07,8,August,2000,3,7,220,1,Monday,32,1
220,2000-08-08,8,August,2000,3,8,221,2,Tuesday,32,2
221,2000-08-09,8,August,2000,3,9,222,3,Wednesday,32,2
222,2000-08-10,8,August,2000,3,10,223,4,Thursday,32,2
223,2000-08-11,8,August,2000,3,11,224,5,Friday,32,2
224,2000-08-12,8,August,2000,3,12,225,6,Saturday,32,2
225,2000-08-13,8,August,2000,3,13,226,7,Sunday,32,2
226,2000-08-14,8,August,2000,3,14,227,1,Monday,33,2
227,2000-08-15,8,August,2000,3,15,228,2,Tuesday,33,3
228,2000-08-16,8,August,2000,3,16,229,3,Wednesday,33,3
229,2000-08-17,8,August,2000,3,17,230,4,Thursday,33,3
230,2000-08-18,8,August,2000,3,18,231,5,Friday,33,3
231,2000-08-19,8,August,2000,3,19,232,6,Saturday,33,3
232,2000-08-20,8,August,2000,3,20,233,7,Sunday,33,3
233,2000-08-21,8,August,2000,3,21,234,1,Monday,34,3
234,2000-08-22,8,August,2000,3,22,235,2,Tuesday,34,4
235,2000-08-23,8,August,2000,3,23,236,3,Wednesday,34,4
236,2000-08-24,8,August,2000,3,24,237,4,Thursday,34,4
237,2000-08-25,8,August,2000,3,25,238,5,Friday,34,4
238,2000-08-26,8,August,2000,3,26,239,6,Saturday,34,4
239,2000-08-27,8,August,2000,3,27,240,7,Sunday,34,4
240,2000-08-28,8,August,2000,3,28,241,1,Monday,35,4
241,2000-08-29,8,August,2000,3,29,242,2,Tuesday,35,5
242,2000-08-30,8,August,2000,3,30,243,3,Wednesday,35,5
243,2000-08-31,8,August,2000,3,31,244,4,Thursday,35,5
244,2000-09-01,9,September,2000,3,1,245,5,Friday,35,1
245,2000-09-02,9,September,2000,3,2,246,6,Saturday,35,1
246,2000-09-03,9,September,2000,3,3,247,7,Sunday,35,1
247,2000-09-04,9,September,2000,3,4,248,1,Monday,36,1
248,2000-09-05,9,September,2000,3,5,249,2,Tuesday,36,1
249,2000-09-06,9,September,2000,3,6,250,3,Wednesday,36,1
250,2000-09-07,9,September,2000,3,7,251,4,Thursday,36,1
251,2000-09-08,9,September,2000,3,8,252,5,Friday,36,2
252,2000-09-09,9,September,2000,3,9,253,6,Saturday,36,2
253,2000-09-10,9,September,2000,3,10,254,7,Sunday,36,2
254,2000-09-11,9,September,2000,3,11,255,1,Monday,37,2
255,2000-09-12,9,September,2000,3,12,256,2,Tuesday,37,2
256,2000-09-13,9,September,2000,3,13,257,3,Wednesday,37,2
257,2000-09-14,9,September,2000,3,14,258,4,Thursday,37,2
258,2000-09-15,9,September,2000,3,15,259,5,Friday,37,3
259,2000-09-16,9,September,2000,3,16,260,6,Saturday,37,3
260,2000-09-17,9,September,2000,3,17,261,7,Sunday,37,3
261,2000-09-18,9,September,2000,3,18,262,1,Monday,38,3
262,2000-09-19,9,September,2000,3,19,263,2,Tuesday,38,3
263,2000-09-20,9,September,2000,3,20,264,3,Wednesday,38,3
264,2000-09-21,9,September,2000,3,21,265,4,Thursday,38,3
265,2000-09-22,9,September,2000,3,22,266,5,Friday,38,4
266,2000-09-23,9,September,2000,3,23,267,6,Saturday,38,4
267,2000-09-24,9,September,2000,3,24,268,7,Sunday,38,4
268,2000-09-25,9,September,2000,3,25,269,1,Monday,39,4
269,2000-09-26,9,September,2000,3,26,270,2,Tuesday,39,4
270,2000-09-27,9,September,2000,3,27,271,3,Wednesday,39,4
271,2000-09-28,9,September,2000,3,28,272,4,Thursday,39,4
272,2000-09-29,9,September,2000,3,29,273,5,Friday,39,5
273,2000-09-30,9,September,2000,3,30,274,6,Saturday,39,5
274,2000-10-01,10,October,2000,4,1,275,7,Sunday,39,1
275,2000-10-02,10,October,2000,4,2,276,1,Monday,40,1
276,2000-10-03,10,October,2000,4,3,277,2,Tuesday,40,1
277,2000-10-04,10,October,2000,4,4,278,3,Wednesday,40,1
278,2000-10-05,10,October,2000,4,5,279,4,Thursday,40,1
279,2000-10-06,10,October,2000,4,6,280,5,Friday,40,1
280,2000-10-07,10,October,2000,4,7,281,6,Saturday,40,1
281,2000-10-08,10,October,2000,4,8,282,7,Sunday,40,2
282,2000-10-09,10,October,2000,4,9,283,1,Monday,41,2
283,2000-10-10,10,October,2000,4,10,284,2,Tuesday,41,2
284,2000-10-11,10,October,2000,4,11,285,3,Wednesday,41,2
285,2000-10-12,10,October,2000,4,12,286,4,Thursday,41,2
286,2000-10-13,10,October,2000,4,13,287,5,Friday,41,2
287,2000-10-14,10,October,2000,4,14,288,6,Saturday,41,2
288,2000-10-15,10,October,2000,4,15,289,7,Sunday,41,3
289,2000-10-16,10,October,2000,4,16,290,1,Monday,42,3
290,2000-10-17,10,October,2000,4,17,291,2,Tuesday,42,3
291,2000-10-18,10,October,2000,4,18,292,3,Wednesday,42,3
292,2000-10-19,10,October,2000,4,19,293,4,Thursday,42,3
293,2000-10-20,10,October,2000,4,20,294,5,Friday,42,3
294,2000-10-21,10,October,2000,4,21,295,6,Saturday,42,3
295,2000-10-22,10,October,2000,4,22,296,7,Sunday,42,4
296,2000-10-23,10,October,2000,4,23,297,1,Monday,43,4
297,2000-10-24,10,October,2000,4,24,298,2,Tuesday,43,4
298,2000-10-25,10,October,2000,4,25,299,3,Wednesday,43,4
299,2000-10-26,10,October,2000,4,26,300,4,Thursday,43,4
300,2000-10-27,10,October,2000,4,27,301,5,Friday,43,4
301,2000-10-28,10,October,2000,4,28,302,6,Saturday,43,4
302,2000-10-29,10,October,2000,4,29,303,7,Sunday,43,5
303,2000-10-30,10,October,2000,4,30,304,1,Monday,44,5
304,2000-10-31,10,October,2000,4,31,305,2,Tuesday,44,5
305,2000-11-01,11,November,2000,4,1,306,3,Wednesday,44,1
306,2000-11-02,11,November,2000,4,2,307,4,Thursday,44,1
307,2000-11-03,11,November,2000,4,3,308,5,Friday,44,1
308,2000-11-04,11,November,2000,4,4,309,6,Saturday,44,1
309,2000-11-05,11,November,2000,4,5,310,7,Sunday,44,1
310,2000-11-06,11,November,2000,4,6,311,1,Monday,45,1
311,2000-11-07,11,November,2000,4,7,312,2,Tuesday,45,1
312,2000-11-08,11,November,2000,4,8,313,3,Wednesday,45,2
313,2000-11-09,11,November,2000,4,9,314,4,Thursday,45,2
314,2000-11-10,11,November,2000,4,10,315,5,Friday,45,2
315,2000-11-11,11,November,2000,4,11,316,6,Saturday,45,2
316,2000-11-12,11,November,2000,4,12,317,7,Sunday,45,2
317,2000-11-13,11,November,2000,4,13,318,1,Monday,46,2
318,2000-11-14,11,November,2000,4,14,319,2,Tuesday,46,2
319,2000-11-15,11,November,2000,4,15,320,3,Wednesday,46,3
320,2000-11-16,11,November,2000,4,16,321,4,Thursday,46,3
321,2000-11-17,11,November,2000,4,17,322,5,Friday,46,3
322,2000-11-18,11,November,2000,4,18,323,6,Saturday,46,3
323,2000-11-19,11,November,2000,4,19,324,7,Sunday,46,3
324,2000-11-20,11,November,2000,4,20,325,1,Monday,47,3
325,2000-11-21,11,November,2000,4,21,326,2,Tuesday,47,3
326,2000-11-22,11,November,2000,4,22,327,3,Wednesday,47,4
327,2000-11-23,11,November,2000,4,23,328,4,Thursday,47,4
328,2000-11-24,11,November,2000,4,24,329,5,Friday,47,4
329,2000-11-25,11,November,2000,4,25,330,6,Saturday,47,4
330,2000-11-26,11,November,2000,4,26,331,7,Sunday,47,4
331,2000-11-27,11,November,2000,4,27,332,1,Monday,48,4
332,2000-11-28,11,November,2000,4,28,333,2,Tuesday,48,4
333,2000-11-29,11,November,2000,4,29,334,3,Wednesday,48,5
334,2000-11-30,11,November,2000,4,30,335,4,Thursday,48,5
335,2000-12-01,12,December,2000,4,1,336,5,Friday,48,1
336,2000-12-02,12,December,2000,4,2,337,6,Saturday,48,1
337,2000-12-03,12,December,2000,4,3,338,7,Sunday,48,1
338,2000-12-04,12,December,2000,4,4,339,1,Monday,49,1
339,2000-12-05,12,December,2000,4,5,340,2,Tuesday,49,1
340,2000-12-06,12,December,2000,4,6,341,3,Wednesday,49,1
341,2000-12-07,12,December,2000,4,7,342,4,Thursday,49,1
342,2000-12-08,12,December,2000,4,8,343,5,Friday,49,2
343,2000-12-09,12,December,2000,4,9,344,6,Saturday,49,2
344,2000-12-10,12,December,2000,4,10,345,7,Sunday,49,2
345,2000-12-11,12,December,2000,4,11,346,1,Monday,50,2
346,2000-12-12,12,December,2000,4,12,347,2,Tuesday,50,2
347,2000-12-13,12,December,2000,4,13,348,3,Wednesday,50,2
348,2000-12-14,12,December,2000,4,14,349,4,Thursday,50,2
349,2000-12-15,12,December,2000,4,15,350,5,Friday,50,3
350,2000-12-16,12,December,2000,4,16,351,6,Saturday,50,3
351,2000-12-17,12,December,2000,4,17,352,7,Sunday,50,3
352,2000-12-18,12,December,2000,4,18,353,1,Monday,51,3
353,2000-12-19,12,December,2000,4,19,354,2,Tuesday,51,3
354,2000-12-20,12,December,2000,4,20,355,3,Wednesday,51,3
355,2000-12-21,12,December,2000,4,21,356,4,Thursday,51,3
356,2000-12-22,12,December,2000,4,22,357,5,Friday,51,4
357,2000-12-23,12,December,2000,4,23,358,6,Saturday,51,4
358,2000-12-24,12,December,2000,4,24,359,7,Sunday,51,4
359,2000-12-25,12,December,2000,4,25,360,1,Monday,52,4
360,2000-12-26,12,December,2000,4,26,361,2,Tuesday,52,4
361,2000-12-27,12,December,2000,4,27,362,3,Wednesday,52,4
362,2000-12-28,12,December,2000,4,28,363,4,Thursday,52,4
363,2000-12-29,12,December,2000,4,29,364,5,Friday,52,5
364,2000-12-30,12,December,2000,4,30,365,6,Saturday,52,5
365,2000-12-31,12,December,2000,4,31,366,7,Sunday,52,5
366,2001-01-01,1,January,2001,1,1,1,1,Monday,1,1
367,2001-01-02,1,January,2001,1,2,2,2,Tuesday,1,1
368,2001-01-03,1,January,2001,1,3,3,3,Wednesday,1,1
369,2001-01-04,1,January,2001,1,4,4,4,Thursday,1,1
370,2001-01-05,1,January,2001,1,5,5,5,Friday,1,1
371,2001-01-06,1,January,2001,1,6,6,6,Saturday,1,1
372,2001-01-07,1,January,2001,1,7,7,7,Sunday,1,1
373,2001-01-08,1,January,2001,1,8,8,1,Monday,2,2
374,2001-01-09,1,January,2001,1,9,9,2,Tuesday,2,2
375,2001-01-10,1,January,2001,1,10,10,3,Wednesday,2,2
376,2001-01-11,1,January,2001,1,11,11,4,Thursday,2,2
377,2001-01-12,1,January,2001,1,12,12,5,Friday,2,2
378,2001-01-13,1,January,2001,1,13,13,6,Saturday,2,2
379,2001-01-14,1,January,2001,1,14,14,7,Sunday,2,2
380,2001-01-15,1,January,2001,1,15,15,1,Monday,3,3
381,2001-01-16,1,January,2001,1,16,16,2,Tuesday,3,3
382,2001-01-17,1,January,2001,1,17,17,3,Wednesday,3,3
383,2001-01-18,1,January,2001,1,18,18,4,Thursday,3,3
384,2001-01-19,1,January,2001,1,19,19,5,Friday,3,3
385,2001-01-20,1,January,2001,1,20,20,6,Saturday,3,3
386,2001-01-21,1,January,2001,1,21,21,7,Sunday,3,3
387,2001-01-22,1,January,2001,1,22,22,1,Monday,4,4
388,2001-01-23,1,January,2001,1,23,23,2,Tuesday,4,4
389,2001-01-24,1,January,2001,1,24,24,3,Wednesday,4,4
390,2001-01-25,1,January,2001,1,25,25,4,Thursday,4,4
391,2001-01-26,1,January,2001,1,26,26,5,Friday,4,4
392,2001-01-27,1,January,2001,1,27,27,6,Saturday,4,4
393,2001-01-28,1,January,2001,1,28,28,7,Sunday,4,4
394,2001-01-29,1,January,2001,1,29,29,1,Monday,5,5
395,2001-01-30,1,January,2001,1,30,30,2,Tuesday,5,5
396,2001-01-31,1,January,2001,1,31,31,3,Wednesday,5,5
397,2001-02-01,2,February,2001,1,1,32,4,Thursday,5,1
398,2001-02-02,2,February,2001,1,2,33,5,Friday,5,1
399,2001-02-03,2,February,2001,1,3,34,6,Saturday,5,1
400,2001-02-04,2,February,2001,1,4,35,7,Sunday,5,1
401,2001-02-05,2,February,2001,1,5,36,1,Monday,6,1
402,2001-02-06,2,February,2001,1,6,37,2,Tuesday,6,1
403,2001-02-07,2,February,2001,1,7,38,3,Wednesday,6,1
404,2001-02-08,2,February,2001,1,8,39,4,Thursday,6,2
405,2001-02-09,2,February,2001,1,9,40,5,Friday,6,2
406,2001-02-10,2,February,2001,1,10,41,6,Saturday,6,2
407,2001-02-11,2,February,2001,1,11,42,7,Sunday,6,2
408,2001-02-12,2,February,2001,1,12,43,1,Monday,7,2
409,2001-02-13,2,February,2001,1,13,44,2,Tuesday,7,2
410,2001-02-14,2,February,2001,1,14,45,3,Wednesday,7,2
411,2001-02-15,2,February,2001,1,15,46,4,Thursday,7,3
412,2001-02-16,2,February,2001,1,16,47,5,Friday,7,3
413,2001-02-17,2,February,2001,1,17,48,6,Saturday,7,3
414,2001-02-18,2,February,2001,1,18,49,7,Sunday,7,3
415,2001-02-19,2,February,2001,1,19,50,1,Monday,8,3
416,2001-02-20,2,February,2001,1,20,51,2,Tuesday,8,3
417,2001-02-21,2,February,2001,1,21,52,3,Wednesday,8,3
418,2001-02-22,2,February,2001,1,22,53,4,Thursday,8,4
419,2001-02-23,2,February,2001,1,23,54,5,Friday,8,4
